id,name,status,is_acquired,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,age_first_milestone_year,age_last_milestone_year,avg_participants,state,industry_type,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,is_top500,funding_total_usd_log10,milestone_age_span,funding_age_span,has_milestone_age
c:1284,Minekey,closed,0,1.9151,2.5808,10,2,3600000,3,2.0,6.9178,1.0,CA,web,0,1,1,0,0,0,0,6.556302621404627,4.9178,0.6657,1
c:24029,Blip,acquired,1,0.8329,7.2521,23,7,27300000,4,8.0055,8.4,2.0,NY,games_video,0,1,1,1,1,1,1,7.436162662948979,0.39450000000000074,6.4192,1
c:166772,Fabkids,acquired,1,0.5863,0.5863,8,1,2600000,1,1.0493,1.0493,2.0,CA,ecommerce,0,0,1,0,0,0,0,6.414973515007125,0.0,0.0,1
c:59709,CafeBots,closed,0,0.8027,0.8027,5,1,5000000,2,0.0,1.411,1.0,CA,web,0,0,1,0,0,0,1,6.698970091194907,1.411,0.0,1
c:11888,Avaak,acquired,1,4.7589,6.2247,2,2,17000000,2,3.6685,6.2247,3.5,CA,mobile,0,0,1,1,0,0,1,7.230448946925008,2.5562000000000005,1.4658000000000007,1
c:158294,Newfield Design,closed,0,4.3699,4.3699,0,1,662000,0,,,3.0,ME,manufacturing,0,0,1,0,0,0,0,5.820858645473165,,0.0,0
c:58550,Savored,acquired,1,0.0,1.0247,12,2,3750000,2,2.0055,2.7315,4.0,NY,hospitality,0,1,1,0,0,0,1,6.574031383539565,0.726,1.0247,1
c:4,Digg,acquired,1,0.9726,6.7534,57,4,45000000,8,5.2466,9.1534,4.6667,CA,news,0,0,1,1,1,1,1,7.653212523426332,3.9067999999999996,5.7808,1
c:1475,Songza,acquired,1,3.8849,5.863,9,2,6700000,4,2.8356,6.1123,8.0,NY,music,1,0,0,0,0,0,1,6.8260748675208935,3.2767000000000004,1.9781000000000004,1
c:23134,Bigfoot Networks,acquired,1,0.1753,3.8795,12,3,20750000,2,2.0,4.474,2.3333,CA,hardware,1,0,1,1,0,0,1,7.3170181219779655,2.474,3.7042,1
c:453,Kongregate,acquired,1,1.1616,7.5041,5,4,19000000,0,,,2.0,CA,games_video,0,0,1,1,1,0,1,7.278753623810433,,6.3425,0
c:30,Powerset,acquired,1,-0.4192,0.6658,20,3,22500000,0,,,4.0,CA,search,1,0,1,0,0,0,1,7.352182537413339,,1.085,0
c:282,Kiptronic,acquired,1,0.5041,3.0986,10,3,7300000,3,2.2384,3.7562,2.0,CA,advertising,0,1,1,1,0,0,1,6.8633229196128465,1.5178000000000003,2.5945,1
c:6340,Cozi Group,closed,0,0.7479,7.8247,16,7,26390819,3,4.3151,5.9041,1.3333,WA,web,1,0,1,1,0,0,1,7.421452884571793,1.5889999999999995,7.0768,1
c:9599,Likewise Software,acquired,1,4.4959,4.4959,4,1,10000000,0,,,3.0,WA,software,0,0,0,0,1,0,1,7.000000043429446,,0.0,0
c:63621,Lifestander,closed,0,0.0849,0.0849,1,1,31000,1,0.0,0.0,2.0,NY,web,0,1,0,0,0,0,0,4.491375703107734,0.0,0.0,1
c:251,Jaxtr,acquired,1,1.7479,2.7288,16,3,21500000,4,1.7479,6.1452,3.3333,CA,mobile,0,0,1,1,0,0,1,7.332438480115348,4.3972999999999995,0.9809000000000001,1
c:12285,MX Logic,acquired,1,4.8521,4.8521,5,1,4000000,1,6.5863,6.5863,5.0,CO,security,0,0,0,0,0,0,1,6.6020600999015695,0.0,0.0,1
c:885,Metaplace,acquired,1,0.5041,3.7068,5,3,9400000,4,2.9863,4.0219,4.0,CA,games_video,1,0,1,1,0,0,1,6.973127899801237,1.0355999999999996,3.2027,1
c:1704,TravelMuse,acquired,1,0.0411,2.1288,9,3,5600000,4,1.7562,4.874,2.0,NY,web,0,0,1,1,0,0,1,6.748188104558779,3.1178,2.0877,1
c:5986,Jambool,acquired,1,2.0027,3.0466,9,2,6000000,2,3.5836,5.4767,2.5,CA,finance,0,0,1,1,0,0,1,6.7781513227660515,1.8931,1.0439000000000003,1
c:23756,Zipcar,acquired,1,2.137,10.1288,35,4,60704370,3,10.4164,12.1863,2.0,GA,transportation,1,0,0,1,0,1,1,7.7832199634448695,1.7698999999999998,7.9918,1
c:43172,Hitpost,acquired,1,0.7534,3.0712,16,3,2000000,2,3.9178,4.5041,3.6667,CA,sports,0,1,0,0,0,0,1,6.301030212811168,0.5863,2.3178,1
c:20637,Home-Account,acquired,1,0.4548,0.7041,5,2,1000000,3,0.5808,1.737,5.5,CA,finance,1,0,1,0,0,0,1,6.0000004342942646,1.1562000000000001,0.24929999999999997,1
c:20033,PayParade Pictures,closed,0,1.126,1.4055,3,2,200000,2,0.7918,1.3973,2.0,PA,games_video,0,1,1,0,0,0,1,5.301032167130962,0.6055,0.2795000000000001,1
c:13504,Planet Metrics,closed,0,1.8658,1.8658,2,1,2300000,2,0.0,1.863,2.0,CA,cleantech,0,0,1,0,0,0,1,6.36172802484124,1.863,0.0,1
c:3185,kwiry,closed,0,2.2164,2.2164,5,1,1000000,4,0.7479,3.4164,1.0,CA,mobile,0,0,1,0,0,0,1,6.0000004342942646,2.6685,0.0,1
c:725,imeem,acquired,1,0.8356,5.7534,13,5,24750000,3,4.9781,7.0301,2.4,CA,music,1,1,1,1,0,0,1,7.393575220816839,2.0519999999999996,4.9178,1
c:13921,Amadesa,closed,0,2.5534,6.3945,15,2,12800000,1,6.6356,6.6356,2.0,IL,software,0,0,1,1,0,0,1,7.107210003577124,0.0,3.8411,1
c:24549,Cast Iron Systems,acquired,1,4.2384,6.5753,10,2,30500000,1,7.0027,7.0027,4.5,CA,enterprise,0,0,0,0,0,1,1,7.484299853585949,0.0,2.3369,1
c:5952,Aptera,closed,0,5.5671,8.5342,3,3,36300000,2,5.6055,7.8384,1.5,CA,automotive,1,0,0,0,1,0,1,7.5599066370001475,2.2329,2.9671000000000003,1
c:43183,RentJuice,acquired,1,2.1726,3.0849,7,3,6693782,3,3.0877,4.7753,1.6667,CA,real_estate,1,0,0,0,0,0,1,6.825671629230284,1.6875999999999998,0.9123000000000001,1
c:41968,Verari Systems,closed,0,11.4329,11.4329,1,1,20000000,0,,,5.0,CA,hardware,0,0,0,0,1,0,1,7.301030017378705,,0.0,0
c:5485,Parascale,acquired,1,3.4767,3.4767,8,1,11370000,3,3.6849,5.6274,2.0,CA,network_hosting,0,0,1,0,0,0,1,7.055760502884257,1.9425,0.0,1
c:9,Geni,acquired,1,0.5863,2.6384,13,3,16500000,4,3.5425,6.0712,1.3333,CA,web,0,0,1,1,1,0,1,7.217483970534783,2.5287,2.0521,1
c:15129,Zentact,closed,0,0.0,0.0,3,1,250000,1,3.411,3.411,3.0,CA,network_hosting,0,1,0,0,0,0,0,5.397941745846491,0.0,0.0,1
c:339,Outside.in,acquired,1,0.5041,3.3562,9,5,14400000,5,3.4219,7.2274,5.8,NY,web,0,1,1,1,0,0,1,7.1583625222545875,3.8055000000000003,2.8521,1
c:967,Salesforce Buddy Media,acquired,1,0.0,3.9562,24,5,90000000,3,4.7616,5.1507,3.8,NY,enterprise,1,0,1,1,1,1,1,7.954242514264819,0.3891,3.9562,1
c:2925,Vizu Corporation,acquired,1,1.0164,7.1534,10,4,13075000,2,5.6959,8.1781,4.0,CA,advertising,0,0,1,1,0,0,1,7.11644173075495,2.4822000000000006,6.1370000000000005,1
c:86,Zing Systems,acquired,1,-0.4986,-0.4137,10,2,26000000,4,-0.4986,5.7699,2.5,CA,games_video,0,0,1,0,1,0,1,7.414973364674451,6.2684999999999995,0.08489999999999998,1
c:69834,DynamicOps,acquired,1,3.1616,3.6904,6,2,16300000,2,3.0027,4.5041,2.0,MA,enterprise,0,0,0,1,0,0,1,7.21218763104779,1.5014000000000003,0.5287999999999999,1
c:44434,Movero Technology,acquired,1,4.4521,7.2274,5,2,5992316,1,7.0055,7.0055,2.0,TX,enterprise,1,0,1,0,0,0,0,6.777594779943282,0.0,2.7753000000000005,1
c:40417,Elevation Pharmaceuticals,acquired,1,3.0575,5.011,2,4,89400001,0,,,4.3333,CA,biotech,1,0,1,1,0,0,1,7.951337528511678,,1.9535,0
c:18897,Punch Entertainment,closed,0,0.8027,0.8027,4,1,1200000,1,5.3151,5.3151,1.0,CA,software,0,0,1,0,0,0,0,6.079181607959542,0.0,0.0,1
c:43416,Stickybits,closed,0,1.1836,1.3781,7,2,1900000,2,1.3288,3.1096,2.5,NY,web,0,1,1,0,0,0,1,6.278753829528812,1.7808,0.19450000000000012,1
c:23692,Ecast,closed,0,9.3534,12.4055,9,3,30300000,2,7.0055,11.3836,4.5,CA,games_video,1,0,0,0,0,1,1,7.481442642835456,4.3781,3.0520999999999994,1
c:28162,lifeIO,closed,0,2.0027,2.0027,4,1,500000,0,,,5.0,NY,web,0,1,0,0,0,0,0,5.698970872924114,,0.0,0
c:1587,EdgeCast Networks,acquired,1,0.0,6.9671,19,5,74000000,2,6.4247,7.3562,1.75,CA,network_hosting,0,1,1,1,1,1,1,7.86923172559982,0.9315000000000007,6.9671,1
c:26988,Sirific Wireless,acquired,1,7.1205,7.1205,3,1,18800000,0,,,7.0,TX,semiconductor,0,0,0,0,1,0,1,7.27415787236445,,0.0,0
c:26390,Revetto,closed,0,0.3288,0.3288,3,1,20000,1,-0.4192,-0.4192,1.0,MI,web,0,1,0,0,0,0,0,4.301051709845226,0.0,0.0,1
c:32094,ZoomSafer,acquired,1,0.1616,2.1781,3,4,3350000,2,1.5096,2.1781,1.5,VA,mobile,0,1,1,1,0,0,0,6.52504493667697,0.6685000000000001,2.0165,1
c:39364,AkaRx,acquired,1,5.0192,5.0192,1,1,26100000,0,,,2.0,NJ,biotech,1,0,0,0,0,0,1,7.416640523977916,,0.0,0
c:51623,Lama Lab,closed,0,1.411,2.5151,0,2,1213066,0,,,1.0,PA,enterprise,1,0,0,0,0,0,1,6.083884788440119,,1.1040999999999999,0
c:8676,Buysight,acquired,1,0.8438,4.2219,18,3,24030000,3,0.7616,4.9288,3.6667,CA,advertising,0,0,1,1,0,0,1,7.380753788876912,4.167199999999999,3.3781,1
c:767,TripIt,acquired,1,0.4986,3.4247,14,3,13100000,5,1.9863,5.9616,1.6667,CA,travel,0,1,0,1,1,0,1,7.117271328808013,3.9753,2.9261,1
c:6011,Pinch Media,acquired,1,0.0822,1.7671,6,3,560001,5,0.3014,5.0082,3.5,NY,software,1,1,0,0,0,0,1,5.748189578055152,4.7068,1.6848999999999998,1
c:31794,Enstratius,acquired,1,2.8493,2.8493,7,1,3500000,3,2.9068,4.1918,2.0,MN,enterprise,0,0,1,0,0,0,1,6.5440681684343955,1.2849999999999997,0.0,1
c:10054,Jumptap,acquired,1,0.1616,7.5041,45,7,121500000,3,7.0521,8.6192,4.5,MA,mobile,1,0,1,1,1,1,1,8.08457628150877,1.567099999999999,7.3425,1
c:14036,WiChorus,acquired,1,0.9726,3.8438,18,4,42500000,1,2.0,2.0,2.5,CA,mobile,1,0,1,1,1,0,1,7.628388940269005,0.0,2.8712,1
c:38123,Hatteras Networks,acquired,1,5.4384,6.4192,26,2,36000000,1,6.0055,6.0055,3.5,NC,software,1,0,0,0,0,1,1,7.556302512831023,0.0,0.9808000000000003,1
c:16709,Focus,closed,0,2.5973,2.5973,7,1,12170000,2,2.9178,5.4822,3.0,CA,enterprise,0,0,0,0,1,0,1,7.085290613915723,2.5643999999999996,0.0,1
c:46901,easy2comply (Dynasec),acquired,1,5.7534,5.7534,4,1,1000000,2,8.0055,9.8356,3.0,NY,software,0,0,1,0,0,0,1,6.0000004342942646,1.8300999999999998,0.0,1
c:18056,Socialize,acquired,1,3.337,3.937,5,3,1820000,4,-2.4986,4.7205,1.0,CA,mobile,0,1,0,0,0,0,0,6.260071626608351,7.219100000000001,0.5999999999999996,1
c:13219,Clearwire,acquired,1,4.6,9.4164,19,4,5700000000,2,5.2575,9.7753,4.25,WA,mobile,0,0,0,0,0,0,1,9.755874855748683,4.517799999999999,4.8164,1
c:44576,CREDANT Technologies,acquired,1,6.9699,6.9699,6,1,5000000,2,0.0849,11.9699,5.0,TX,security,0,0,0,0,1,0,1,6.698970091194907,11.885000000000002,0.0,1
c:55043,Exclusively.in,acquired,1,0.8384,1.4055,4,2,18800000,1,1.6356,1.6356,2.5,NY,fashion,0,0,1,1,0,0,1,7.27415787236445,0.0,0.5670999999999999,1
c:31832,Avidia,acquired,1,2.3452,3.3534,3,2,72300000,0,,,4.5,CA,advertising,0,0,0,1,1,0,1,7.85913830330137,,1.0082,0
c:51021,PayDivvy,acquired,1,-0.1369999999999999,3.1452,3,3,1310000,4,-2.0932,4.4082,1.0,CA,social,0,1,0,0,0,0,0,6.117271627178143,6.5014,3.2822,1
c:42672,Octavian,closed,0,2.4164,4.7753,2,2,15000000,1,4.0027,4.0027,2.5,MA,software,0,0,1,1,0,0,1,7.176091288008646,0.0,2.3588999999999998,1
c:130,KickApps,acquired,1,2.2521,4.7397,22,3,39007789,5,5.3370000000000015,7.274,3.0,NY,enterprise,0,0,1,1,1,0,1,7.5911513459028415,1.9369999999999985,2.4876,1
c:47601,Airwide Solutions,acquired,1,2.0685,2.0685,3,1,25000000,1,-1.9151,-1.9151,5.0,MA,software,0,0,0,0,0,1,1,7.397940026043816,0.0,0.0,1
c:60087,Localocracy,acquired,1,0.3288,2.0932,4,3,172500,2,1.3288,2.7534,1.0,MA,web,0,1,0,0,0,0,0,5.236791617051166,1.4246,1.7644,1
c:24853,Pixable,acquired,1,1.6658,2.1123,23,2,6100000,2,2.3041,3.5507,1.0,NY,social,0,0,1,1,0,0,1,6.785329906206578,1.2466,0.4464999999999999,1
c:14608,mFoundry,acquired,1,2.2192,7.9315,7,3,40300000,5,1.6685,9.0904,4.0,CA,mobile,1,0,0,1,1,0,1,7.605305056917647,7.421900000000001,5.7123,1
c:65389,Bevvy,closed,0,0.3616,0.3616,9,1,100000,3,0.3753,0.5425,1.0,CA,ecommerce,0,1,0,0,0,0,0,5.000004342923105,0.16719999999999996,0.0,1
c:1767,Livemocha,acquired,1,0.3342,5.4904,14,5,19389998,2,2.7507,5.589,1.5,WA,education,1,0,1,1,1,0,1,7.287577786680846,2.8383000000000003,5.1562,1
c:6012,IronPort Systems,acquired,1,2.4822,4.8192,21,2,61500000,3,5.5863,11.9452,4.0,CA,hardware,0,0,0,1,0,1,1,7.788875122837116,6.3589,2.337,1
c:44976,Crowdcast,acquired,1,3.4411,3.4411,6,1,6000000,2,4.0027,5.7178,2.0,CA,software,0,0,1,0,0,0,1,6.7781513227660515,1.7151000000000005,0.0,1
c:2275,Where,acquired,1,-0.0027,5.0055,23,4,19100000,6,4.9507,7.3726,2.5,MA,mobile,0,0,1,1,1,0,1,7.281033389985658,2.4219,5.0081999999999995,1
c:16611,Pictela,acquired,1,0.2219,2.0548,8,4,3499997,3,0.0411,3.9178,1.5,NY,advertising,1,0,1,0,0,0,1,6.544067796181929,3.8767,1.8329000000000002,1
c:975,Grouply,acquired,1,1.2521,1.874,13,3,2600000,2,4.7178,5.0959,3.6667,CA,network_hosting,0,1,1,0,0,0,1,6.414973515007125,0.3780999999999999,0.6219000000000001,1
c:51332,Storify,acquired,1,-0.4466,1.1479,14,3,2023000,2,3.0603,3.7479,1.3333,CA,web,0,1,1,0,0,0,1,6.30599609744919,0.6876000000000002,1.5945,1
c:25713,Axiom Microdevices,acquired,1,5.1068,5.1068,3,1,25000000,0,,,4.0,CA,semiconductor,1,0,0,0,0,0,1,7.397940026043816,,0.0,0
c:36151,ShoeDazzle,acquired,1,0.7205,3.5945,17,4,66000000,4,2.8384,4.0192,2.3333,CA,fashion,1,0,1,1,1,0,1,7.819543942122088,1.1807999999999996,2.874,1
c:148576,LiftDNA,acquired,1,1.4192,1.4466,5,2,1000000,1,1.663,1.663,3.5,NY,advertising,0,1,0,0,0,0,0,6.0000004342942646,0.0,0.02740000000000009,1
c:73586,Onavo,acquired,1,1.3288,2.063,11,2,13000000,2,3.2493,3.7836,3.0,CA,mobile,0,0,1,1,0,0,1,7.113943385714103,0.5343,0.7342000000000002,1
c:46070,Pyxis Mobile,closed,0,7.6932,14.0329,3,3,24150000,2,12.5041,14.0329,2.3333,MA,software,1,0,1,1,0,0,1,7.382917153070739,1.5288000000000004,6.3397,1
c:84867,Link_A_Media Devices,closed,0,5.8411,8.2219,4,3,47218498,0,,,3.3333,CA,semiconductor,1,0,0,0,1,1,1,7.674112177440331,,2.3808,0
c:12171,Guardium,acquired,1,3.6137,4.3753,1,2,11800000,2,0.0,7.9178,4.5,MA,search,0,0,0,0,1,1,1,7.071882044110741,7.9178,0.7616,1
c:45413,Trooval,closed,0,1.5973,2.1781,2,2,2387481,1,0.0822,0.0822,1.0,NV,analytics,1,0,0,0,0,0,1,6.377940105981379,0.0,0.5808000000000002,1
c:1285,Compete,acquired,1,0.8356,7.5863,35,4,33000000,5,11.589,13.5863,2.5,MA,consulting,1,0,1,1,1,0,1,7.518513953038326,1.9972999999999992,6.750699999999999,1
c:13730,Rollstream,acquired,1,2.6712,3.8822,4,2,7500000,3,4.0027,7.3205,1.5,VA,software,0,0,1,1,0,0,1,6.875061321297627,3.3178,1.2110000000000003,1
c:31936,NeoGuide Systems,acquired,1,6.7479,6.7479,3,1,25000000,1,4.0027,4.0027,1.0,CA,biotech,0,0,0,0,1,0,1,7.397940026043816,0.0,0.0,1
c:32011,Accept Software,acquired,1,3.7096,8.9562,7,4,25305000,1,4.0027,4.0027,2.0,CA,software,1,0,1,1,1,0,1,7.403206358807204,0.0,5.246600000000001,1
c:22203,Milo,acquired,1,0.8356,1.8986,21,2,4950000,3,2.3014,3.8356,12.5,CA,web,0,1,1,0,0,0,1,6.694605286669819,1.5341999999999998,1.0630000000000002,1
c:10512,Mimosa Systems,acquired,1,2.2712,6.3781,8,6,53816776,0,,,5.0,CA,software,1,0,0,1,1,1,1,7.730917685010267,,4.1068999999999996,0
c:105,Surphace,acquired,1,-0.1671,0.9151,15,2,3500000,4,2.674,8.3836,5.5,NY,web,0,0,1,1,0,0,1,6.5440681684343955,5.7096,1.0822,1
c:60436,Cloudmeter,acquired,1,5.0767,5.0767,7,1,5000000,2,4.7562,6.0466,1.0,CA,enterprise,0,0,1,0,0,0,0,6.698970091194907,1.2904,0.0,1
c:5779,Zecter,acquired,1,0.0,2.5397,9,3,2515000,3,3.7699,5.9233,1.6667,CA,network_hosting,1,1,1,0,0,0,1,6.400538162073614,2.1534000000000004,2.5397,1
c:3413,Dimdim,acquired,1,1.0849,2.4986,10,2,8400000,3,2.5205,5.0192,2.0,MA,web,0,0,1,1,0,0,1,6.924279337763602,2.4986999999999995,1.4137000000000002,1
c:6049,TeleFlip,closed,0,2.5836,4.0027,5,2,4900000,3,2.0301,4.6164,1.0,CA,mobile,0,0,1,1,0,0,1,6.690196168660032,2.5862999999999996,1.4190999999999998,1
c:58998,MessageGate,closed,0,4.2959,4.2959,3,1,5000000,1,5.0027,5.0027,5.0,WA,software,1,0,0,0,0,0,1,6.698970091194907,0.0,0.0,1
c:39283,Cloverleaf Communications,acquired,1,4.4904,4.4904,2,1,11000000,0,,,3.0,NY,public_relations,0,0,0,0,1,0,1,7.04139272463954,,0.0,0
c:13681,SkyPilot Networks,acquired,1,1.0027,8.2548,6,4,68400000,0,,,4.0,CA,mobile,1,0,1,0,1,1,1,7.835056108069451,,7.2520999999999995,0
c:21762,Zencoder,acquired,1,3.0877,4.2795,7,2,2000000,2,3.6356,4.6685,8.5,CA,software,0,1,1,0,0,0,1,6.301030212811168,1.0328999999999997,1.1917999999999997,1
c:39801,Storm Exchange,closed,0,0.6685,1.926,2,2,10800000,1,0.0,0.0,2.0,NY,enterprise,1,0,1,0,0,0,1,7.0334237956994,0.0,1.2574999999999998,1
c:1388,The Huffington Post,acquired,1,-0.0219,5.2329,31,5,37000000,3,5.7616,7.4877,2.5,NY,news,1,0,1,1,1,0,1,7.568201735804683,1.7261000000000006,5.2547999999999995,1
c:11307,Exaprotect,acquired,1,2.5233,2.5233,5,1,7660000,3,4.0027,9.8849,6.0,CA,security,0,0,1,0,0,0,1,6.884228826329008,5.8822,0.0,1
c:37929,Akorri Networks,acquired,1,0.3397,5.2247,5,4,48730000,3,3.0,6.0329,3.0,MA,software,1,0,1,1,1,0,1,7.687796420293555,3.0328999999999997,4.885000000000001,1
c:47115,Giiv,closed,0,0.0,1.4137,1,2,3350000,1,1.4137,1.4137,2.5,CA,messaging,0,1,1,0,0,0,1,6.52504493667697,0.0,1.4137,1
c:11817,MyShape,closed,0,3.8767,7.1973,3,4,28000000,2,2.6658,7.1973,3.0,CA,ecommerce,1,0,0,1,1,0,1,7.447158046852736,4.5315,3.3206,1
c:81476,BlackLocus,acquired,1,1.4959,1.4959,5,1,2500000,1,2.0849,2.0849,2.0,TX,analytics,0,0,1,0,0,0,1,6.397940182389796,0.0,0.0,1
c:155,FeedBurner,acquired,1,0.3315,1.1644,16,2,8000000,4,2.0795,9.3507,4.0,IL,web,0,0,1,1,0,0,1,6.903090041278751,7.2712,0.8329000000000001,1
c:9822,DailyBurn,acquired,1,0.5836,1.6521,6,2,540000,2,0.6329,4.263,2.5,NY,web,0,1,0,0,0,0,1,5.732394564071265,3.6300999999999997,1.0684999999999998,1
c:93,CastTV,acquired,1,0.0,1.2466,4,2,3100000,4,1.0,5.4384,2.0,CA,games_video,0,1,1,0,0,0,1,6.491361833929244,4.4384,1.2466,1
c:37635,Venmo,acquired,1,1.0904,2.326,8,2,1200000,2,2.8301,4.6904,6.0,NY,mobile,0,1,1,0,0,0,1,6.079181607959542,1.8603000000000005,1.2356,1
c:1627,WeShow,closed,0,0.0,0.0,2,1,5000000,1,0.1096,0.1096,2.0,NY,games_video,0,0,1,0,0,0,0,6.698970091194907,0.0,0.0,1
c:15294,SenSage,acquired,1,0.6658,7.3753,6,6,37079000,1,2.3726,2.3726,3.8,CA,security,1,0,0,0,1,1,1,7.569128024662535,0.0,6.7095,1
c:27163,Luminus Devices,acquired,1,4.3315,11.1699,3,4,135826373,2,8.7041,8.7068,4.3333,MA,other,0,0,0,1,0,1,1,8.13298410698829,0.0026999999999990365,6.8384,1
c:3267,Tapioca Mobile,closed,0,-0.3342,0.2301,5,2,5000000,0,,,1.0,CA,mobile,1,1,0,0,0,0,1,6.698970091194907,,0.5643,0
c:77139,BestVendor,acquired,1,0.2082,1.0849,3,4,4200000,3,0.1616,2.6521,3.0,NY,software,0,1,1,0,0,0,1,6.623249393801336,2.4905,0.8767,1
c:9085,Local Marketers,closed,0,3.5808,3.5808,3,1,4100000,3,-1.0027,7.5918,1.0,WA,web,1,0,0,0,0,0,1,6.612783962645206,8.5945,0.0,1
c:80259,Eyeona,closed,0,0.7726,0.7726,3,1,2000000,2,0.3123,1.1479,1.0,CA,web,0,0,0,0,0,0,0,6.301030212811168,0.8355999999999999,0.0,1
c:26806,ColdSpark,acquired,1,5.0027,5.0027,3,1,6500000,1,5.4986,5.4986,1.0,CO,software,1,0,0,0,0,0,1,6.8129134234573865,0.0,0.0,1
c:18080,Etology,closed,0,1.4521,1.4521,0,1,4000000,0,,,3.0,CA,web,0,0,1,0,0,0,0,6.6020600999015695,,0.0,0
c:55592,Wander (f. YongoPal),closed,0,0.2466,1.0,3,5,185000,1,1.1616,1.1616,2.0,CA,mobile,1,1,0,0,0,0,1,5.267174075934409,0.0,0.7534,1
c:74928,CrowdCompass,acquired,1,2.6959,2.6959,5,1,1300000,2,3.2192,4.0027,1.0,OR,mobile,0,0,1,0,0,0,0,6.113943686379387,0.7835000000000001,0.0,1
c:2731,Right Media,acquired,1,3.7945,3.7945,21,1,45000000,0,,,1.0,NY,advertising,0,0,0,1,0,0,0,7.653212523426332,,0.0,0
c:32383,Goby,acquired,1,2.3041,2.3041,4,1,2500000,3,-0.3342,2.3589,2.0,MA,search,0,0,1,0,0,0,1,6.397940182389796,2.6931000000000003,0.0,1
c:1419,FiveRuns,acquired,1,0.5808,2.737,11,2,9200000,2,1.9151,4.6603,1.0,TX,web,0,0,1,1,0,0,1,6.963787874551475,2.7452000000000005,2.1562,1
c:53304,GeekStatus,closed,0,-1.4712,-0.1369999999999999,0,4,435953,0,,,1.0,CA,web,0,1,0,0,0,0,0,5.639440666791286,,1.3342,0
c:1899,MOLI,closed,0,-1.0,0.0,9,2,55600000,2,-1.5863,0.863,2.0,CT,network_hosting,0,0,1,1,0,0,0,7.745074799393109,2.4493,1.0,1
c:29168,TrenStar,acquired,1,6.263,6.263,2,1,10000000,1,1.0,1.0,1.0,CO,software,1,0,0,0,0,0,0,7.000000043429446,0.0,0.0,1
c:60352,World Blender,closed,0,0.8329,0.8329,3,1,12000,1,0.6658,0.6658,1.0,WA,games_video,0,1,0,0,0,0,1,4.079217435746567,0.0,0.0,1
c:39507,Zymetis,closed,0,4.0301,4.0849,3,2,2257464,0,,,1.0,MD,biotech,1,0,0,0,0,0,0,6.353621025685566,,0.05480000000000018,0
c:82843,Dispatch,acquired,1,0.1671,0.5288,4,2,983000,2,0.1671,2.4438,6.0,NY,messaging,0,1,0,0,0,0,1,5.992553959637081,2.2767,0.3617,1
c:23052,HauteLook,acquired,1,1.4466,2.5068,15,2,41000000,2,2.5014,3.6411,1.5,CA,fashion,0,0,0,1,1,0,1,7.612783867312284,1.1397,1.0602,1
c:10969,Semantra,closed,0,3.6685,5.5589,0,3,9100000,0,,,1.0,TX,software,1,0,0,1,1,0,0,6.959041440045759,,1.8904000000000005,0
c:6150,Inertia Beverage Group,closed,0,2.4438,7.1973,6,3,25500100,3,-2.0575,6.8767,2.5,CA,software,1,0,0,1,0,0,1,7.40654190057732,8.9342,4.753500000000001,1
c:46129,Sponge,acquired,1,0.2959,0.2959,3,1,400000,2,1.5863,1.6658,1.0,CA,web,0,1,0,0,0,0,1,5.60206107706281,0.0794999999999999,0.0,1
c:36936,Genesis Networks,acquired,1,4.737,8.3479,4,10,22165091,0,,,2.0,NY,network_hosting,1,0,0,1,0,0,1,7.345669538252516,,3.610899999999999,0
c:1760,Mogad,acquired,1,0.1671,0.1671,4,1,500000,2,0.6712,3.3151,4.0,CA,network_hosting,0,0,1,0,0,0,1,5.698970872924114,2.6439000000000004,0.0,1
c:173,Meebo,acquired,1,0.6629999999999999,5.8849,29,5,70000000,4,6.211,8.6082,2.8,CA,web,0,0,1,1,1,1,1,7.845098046218464,2.3971999999999998,5.2219,1
c:6520,Accertify,acquired,1,1.2603,3.1781,6,2,4700000,1,2.8411,2.8411,1.0,IL,security,1,0,1,0,0,0,1,6.672097950338789,0.0,1.9178000000000002,1
c:1725,N2N Commerce,acquired,1,2.0055,2.0055,1,1,30000000,1,0.0,0.0,2.0,MA,ecommerce,1,0,0,0,0,0,1,7.477121269196145,0.0,0.0,1
c:26007,StreamBase Systems,acquired,1,2.0658,9.3836,13,5,39000000,1,7.0055,7.0055,3.25,MA,software,0,0,0,1,1,1,1,7.591064618162255,0.0,7.3178,1
c:16189,Provigent,acquired,1,6.4356,9.0,10,3,32000000,1,10.0082,10.0082,3.0,CA,semiconductor,0,0,0,0,0,1,1,7.505149991891608,0.0,2.5644,1
c:6117,Navic Networks,acquired,1,0.1151,1.1507,7,3,42000000,0,,,2.6667,MA,advertising,0,0,1,1,1,0,1,7.623249300738245,,1.0356,0
c:45696,Integrien,acquired,1,4.3726,9.3616,5,3,24510540,2,4.0027,9.3616,2.6667,CA,enterprise,1,0,1,1,0,0,1,7.389352897164837,5.358899999999999,4.988999999999999,1
c:56580,Generic Media,closed,0,5.6548,5.6548,0,1,2500000,0,,,2.0,CA,software,1,0,0,0,0,0,1,6.397940182389796,,0.0,0
